name,comment
나,별 하나도 아깝다. 업데이트 안함? 라인왔다고 울리는데 막상 라인들어가면 메시지가 안보임. 아예 껐다켜야 보임. 이게 뭐하는짓 ㅡㅡ
나,그냥 지웠다가 깔았는데 이제 설치도 안됌 ㅡㅡ
나,인증번호는왔는데 더이상진행이안됨
나,깔리는데 드럽게 오래걸리네
나,업뎃 후 메세지도 안가지고 대화도 피시랑 연결이 안됩니다
나,이반들 톡
나,비번확인메일이 안와요. 쓰고싶어도못쓰는상황
나,번역기능 있우면 좋갰어요
나,해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그해시태그
나,톡이나 전화가 와도 알림이 안떠서 개빡침 심할때는 하루후에 톡이 도착하는 경우도 있음 업데이트를 할때마다 오류랑 렉이 기하급수적으로 늘어남
나,안녕하세요 이 앱을 사용하는 손님입니다. 저가 패밀리링크를 사용하는데 그래서 저가 사이드바를 깔아서 사용하는데 최근에 한 앱들이 옆으로 뜨거든요 근데 업뎃 하라고 해서 하는데 계속 업뎃이 안되네요..; 한 번 그런게 아니라 10번 넘게도 안돼네요 대기중만 보이고 이 문제점 고쳐주세요.
나,안들어가져요
나,아예 안들어가지는데요? 첨에는 저만 그런건줄 알았는데..제동생도 먹통이더군요 버그좀 고쳐줘요
나,네트워크잘만되는데 오류라고뜨면서 채팅도안되고 암것도안되네요ㅡ.ㅡ
나,자꾸 톡이늦게가요 왜이러죠
나,비밀번호찾기 메일이 안옵니다. 네이버가 예전의 네이버가 아니네요. 카카오 따라갈려면 한참 멀었습니다.
나,"혹시, 회사에 직원이 없나요...? 아니면 일을 안 하시는 건가요...? 어떻게 업데이트를 할 때마다 기능 하향이 될 수 있죠...? 골수 유저인데 진짜 너무 심각해요. 알림도 안 오고 진짜 이게 뭐지."
나,비번을 까먹오서 이메일로 할려고 하는대 이메일에도 문자가 안가고 비번도 다 틀렸다고하는데 이기능에 초기화는 없어요??
나,나만 지금 구글이 이상하다고 생각하나~?
나,앱을 아예 다운 못해요 ㅜㅜ
나,다운받은적이없어요 저절로 다운이되나요?? 쓴적없는거같은데요ㅜㅜ
나,"업데이트 할때마다 점점 어플이 맛탱이감. 문자가 왔는데 몇 분 걸리면서 늦게 전달 혹은 전송되기도 하고, 가끔 전화 목소리가 상대방에게 전달되지도 않음. 여자친구가 외국이라 쓰는데 외국인 아니였으면 진작 쓰지도 않았을 어플."
나,왜 가입이 안되죠??
나,세상에... 인증도 안 되네?
나,요근래 계속 먹통증상이 잦음.
나,아니… 메세지 올때 상단에 제발 뜨지 말라구 좀!!! 안드로이드만 그러는지 모르겠지만 굉장히 불편합니다!! 메세지 올때마다 위에서 팝업창 처럼 내리고 중요한 티켓팅이나 게임할때 방해가 된다구요!!!
나,먹통 먹통 아무것도 안됨
나,메시지 수신이안됩니다 지금전체적으로그런건가요 저만그런가요
나,아니지금 라인먹통이잖아 빨리고쳐 일안하냐 ?
나,라인 먹통됨....
나,어플 지우고서 다시 깔려고 하는데 다운 받는 과정 없이 바로 설치가 되고 또 엄청 빨리 설치 되고(평상시보다 훨씬) 동기화중에 자꾸 77%에서 멈추면서 오류 뜨는데 왜 이러는 건가요?
나,이거 왜 갑자기 전화가 안돼나요?
나,"현재 메세지, 전화 등 대부분의 기능이 먹통입니다. 조속한 해결이 이루어지길 바랍니다."
나,지금 먹통.. 수신 안되고 발신 됐다고 떠도 상대방한테는 안감 통화도 안됨
나,라인먹통인데 어케된겁니까 8828282
나,한번 맛가면 복구불가
나,라인 잘되다가 갑자기 메세지 수신이 안되네요 발신은 됐다고 표시되는데 ..업무때문에 급한데 해결 부탁드려요
나,알림 늦게 오는것 뿐만 아니라 메시지 자체가 늦게 옴 사진파일 전송실패 업데이트 해도 답이 없음 예전에는 안 그랬는데 3월부터 계속 이럼
나,라인 메시지 전송 계속 오류 나는데.. 무슨일이죠?
나,비밀번호 찾기가 안되서 사용할수가 없음
나,알잖아요
나,라인이 먹통이네요ㅡㅡ부재중전화가와서 다시 걸었는데 네트워크오류라고 자꾸 뜨고 메세지도 안가고 고객센터도 연결안되고 모죠?이거 어케해요?아 답답ㅠ
나,비밀번호 까먹어서 이메일 적고서 메일 기다려도 죽어도 안오네요? 메일이 틀렸으면 메일이 틀리다는 말이라도 해주던가 뭔 어플이 이러냐?
나,이거 지금 왜 안됨? 인터넷연결안되있다뜨는데?
나,메시지안보내지고계속먹통이에요 ㅜ
나,지금 버그때문에 뭐 들어가지지도 않는데요..
나,기기 정보
나,온라인은 잘 사용하는데 휴대폰은 라인 알람이 아에 안뜹니다 지금은 4월 5일 주고 받은 내용만 있을 뿐 작년부터 반복되는 현상이었는데 지웠다 다시 깔아도 똑같습니다 버그좀 조치해주세요
나,다음이 멍청한 운영만 안 했어도 네이버 같은 게 주류가 되지 않았을 텐데 ㅎㅎ 이 어플은 어느날부터 갑자기 지 멋대로 에러 잔치 벌여서 강제 삭제 재설치한 덕분에 기존 대화 목록도 그냥 다 날아가 버리는 게 다반사인 쓰레기 어플임. 얘넨 국내에선 카톡을 죽어도 못 이기니까 일본을 타겟으로만 삼아서 사실 한국인들이 쓸 이유가 없는 어플임.
나,테마에 중복없었으면 좋겠어요.
나,실행이 안되고 개선도 안함
나,"앱 대화방 알림이 자꾸 꺼져요,알림이 안와서 대화방 설정 가면 꺼져있고,켜놔도 자꾸 꺼져있고,왜 그런거죠??????"
나,라인 메세지가 와도 알림이 안뜨고 대화방 들어가야 보이는 오류 몇년 된거 아직도 안고쳤네. 내 폰 문젠줄 알았더니 폰 바꿔도 똑같네 일본에는 이런 현상 없다는데 나만 그런것도 아니고 다룬 사람들 똑같운 문제 발생하는데 이것들은 오류 수정도 안하냐?
나,"박현 5만원짜리 나 목 목 목 목 600,000 강희라대리쪽으로해야되"
나,"로그인 비밀번호를 잊어버려서 비밀번호찾으려고 메일주소 적었는데 메일은 오지도않고 고객센터 번호도 없고, 인증번호오는 번호로 전화했더니 설정에들어가서 도움말에 문의하라네요..로그인은 평생못하는건가요..ㅡㅡ 답답해 죽어요"
나,휴대폰 새로 바꾼후 (번호 변경 없음) 라인 로그인이 안되서 비번변경 url 메일로 받아서 비번 변경 후 라인 접속 해도 계속 비번이 틀리다는 팝업만 확인되네요. 벌써 이게 몇번째인지... 확인 좀 부탁 드려요.
나,업데이트는 뒤지게 많이 하면서 좋아지는건 없네
나,라인아 밴드좀 닮아라 밴드는 친절하게 댓글에 댓글 달아주고 잘못된거 고칠라고 노력한다는데 닌 뭐니...ㅠㅠ 왜 말이없니....노답
나,상단바 푸시알람 왜이래요. 내려오다 말잖아요.
나,앨범에 사진이 안올라가져요
나,비밀번호 재설정했는데 자꾸 재설정한 비밀번호가 틀렸다하네요 진짜 개빡치게 5번했어요 라인님들 제가 혹시 틀렸을까봐 재설정한비밀번호 하나하나 확인하면서 쳤는데 하나도 안 틀렸더군요 진짜 개빡치게하지마시고 앱개발좀하세요
나,Signal bagus tp ntah knp gk bs kirim pesan tolong diperbaiki y
나,계정 하나 더 만들 수 있게 업데이트 좀 안돼요?
나,왜 갑자기 라인이 주고받고가 안되는지 모르겠어요 29일이후로 아예 먹통이네요 해결방안을 내놓던지 해야지 몇년동안 썼는데 답답하네요
나,태그 왜 안 됨? 망했나 ㅋㅋ
나,비밀번호 잊어서 메일을 보냈는데 안와요!!!
나,라인 왜 안됨??
나,네트워크오류로 안되시는 분들 재부팅해보세요ㅠㅜㅜ 재부팅햇더니 돌아왓어요 언제 또 오류날진 모르지만... 얼른 오류수정 좀 해줫으면 ㅠ
나,기기변경으로 인해 재로그인 할려는데 전화인증 할려니 잠시 후에 하라는데 벌써 일주일째인데 언제 해주실려나요?
나,밑에분들이랑 같은 증상 네트워크 오류라고 안되서 다시 깔았더니 열리지도 않음
나,비밀번호 입력창에 비밀번호 기입후 엔터를 할 수 없어서 로그인을 하지 못한다.. 이렇게 거지 같은 앱을 배포하다니..
나,와이파이 빵빵한데 자꾸 네트워크 없다고 메시지 안보내져요ㅠ 이런지 이삼일째
나,사람들 이거 솔직히 왜까는지 알아요? 성관계 맺을라고 하는거에요 ㅋ
나,오류가 심하군
나,별 한개도 아깝네 와이파이 연결됐는데도 네트워크 연결이 안된다고 나오네
나,오류좀 고쳐라 쉬밥
나,아니 갑자기 안된다고여 머에여 돌려놔주세여
나,비밀번호를 바꿧는데도 왜 로그인이 안되는거죠 진심 짜증나네요
나,14세미만 심기 불편 ㅠㅠ
나,지금 몇달째 라인가입을못하고있어요.... 인증오류 때메
나,앱 안깔려요 ㅡㅡ
나,나만 메시지 보내기 안됨?
나,라인이 종종 멈춰요 갑자기 오지도 않고 가지도 않아서 대화하다 갑자기 뒷북 치는 놈이 되는데 참을 수 없네요 와파 문제도 아니고 데이터 문제도 아닙니다 갤럭시S10 이용자 중이고 삭제했다 다시 깔아보기까지 했어요
나,태그기능 살려주세요
나,"아니!저기요!아니,비번눌렀는데 또 비번인거 뭡니까?!아니 이거 로그인 만들거면 쉽고 간단하게좀 만드세요!별꼴이야진짜 제수없어"
나,갑자기 라인이 안되요ㅡㅡ
나,핸드폰으로 페이스북 로그인하는데 먹통이에요. 빨리 해결해주세요. 갤럭시 10 5G 입니다.
나,알림문제 저만그런게아니군요 백그라운드정상작동되는데 먹통알림 엄청자주심하네요 카톡은 단한번도안그러는데..심지어 카톡은 백그라운드미실행때도 정상적으로알림옵니다
나,업데이트를하지말던지 계속 먹통 되고 안뜨고 짜증나네 지금 재설치만3번째
나,라인아 라인아 채팅방들좀 잘봐라. 카톡오픈채팅방에서부터시작하여 라인으로넘어온뒤 아주 범죄의 창구가 되었단다. 성적으로도노시고 난리도아니란다. 범죄의 창구가 되어간단다......
나,라인 왜 이렇게 🐕같은...
나,pc와 앱 둘다 사용하는데 어플상에서 데이터에 문제가 없음에도 정상적으로 처리하지 못했다고 뜨네요...분명 단톡방 대화가 알람이 오는데 들어가보면 먹통이에요....방법이 지웠다가 다시 설치하는방법밖에 없나요?ㅠㅠ
나,이거 라인플레이 라인 계정으로 했다가 이메일 인증 안 돼서 작년부터 지금 까지 못 하고 있어요ㅜ 인증메일이 왜 안 오는 거죠 ?;;
나,되는게 아무것도 없네... 업데이트해도 그대로네...
나,알람설정 다되어있는데 알람안울리고 빨간색점도 없음 한두번이 아님 또 메시지온거보고 라인접속했는데 메시지 온거 안보이고 내가 메시지보내도 튕김 이또한 한두번이 아님 어플을 재시작해도 안되고 휴대폰 재부팅하면 정상작동할때가 많음 카톡이랑 다른 용도로 쓰고 있어서 카톡사용할수도 없어서 욕하면서 쓰는 중
나,일시적인오류가 1년동안걸리나요? 아예 기능이안되네요
나,왜 오류로 메세지 전송등 아무것도 안되는거죠?
나,해시태그가 사라지다뇨. 이게 뭔가 싶네요. 다시 살려주시길
나,제작자님 그거 알아요? 초딩이나 중딩이 이거 사용하는 이유가 ㅈㅈ공유하고 노예구하고 해서 그렇게 써 먹으던데?
나,한국에있는 가족들하고 연락하려고 하는데 전화신호자체가 가질않네 빨리고쳐 졌으면 좋겠네요
나,비밀번호 재설정하는데 메일이 오지를 않네요 나만 이런가
나,가입하려 했더니 정필진이라는 사람이 제번호로 계정을 쓰거 있어요 모르는 사람인데 이럴땐 어떻해야하나요 ? 그리고 새계정으로 가입하려 하니깐 비번 설정이ㅜ안되요
나,이메일 왜안오나요 비번도안먹고
나,비밀번호 잊어버려서 메일로 임시번호 발송했는데 메일로 안와요... 스팸메일함에도 없고 메일 자체가 안옵니다
나,2달에한번씩 오류발생
나,라인 톡이 안가요.. 작성했던 노트나 포토도 일시적 오류로 불러 오지 못한다고 하고요...
나,리뷰 보니깐 나만 그런 게 아니네. 폰 이상한 줄 알았는데 폰 바꿔도 똑같음. 깨톡 안쓰려고 이거 쓰는 건데 알림이 계속 안 와서 사람들이 자꾸 깨톡으로 하자고 그러잖아 씽.
나,이전에 잘 되면 것이 며칠 전부터 계속 다운됩니다. 안 됩니다. 갤럭시노트 8입니다
나,계속먹통인데 왜이럽니까? 개발자분 손좀보세요 제발~ 다시깔고싶어도 리뷰에 이젠 가입도 제대로 언된다하는데...
나,어 소리가 끊기네여 음질도 안좋고
나,태그 좀 고치세요
나,계정등록하려는데 제번호를 전에쓰신분이 라인을쓰셨는지 모르는분이 쓰고계셔서 제가 가입을 할수가 없습니다 ㅠ
나,설치도 안되는데요 오류수정좀
나,앱 알림오류가 계속 있어서 지우고 다시 깔려고 하는데 다운로드 할 수 없음 이라는 팝업이 뜹니다. 어떻게 해결해야 하나요?
나,먹통이 됐을때 구글스토어-메뉴-내 앱/게임-최신업데이트 확인 눌러주면 라인 먹통이 풀릴때가 있어요
나,왜.안.깔.아.져.요.????
나,요즘 라인 알림이 안옵니다. 지웠다가 깔아도 마찬가지입니다. 휴대폰 배터리관련 설정도 다 해보고 알림설정도 다 했는데 앱에 들어오고 나서야 알림이 뜹니다. 빨리 해결좀 부탁드립니다.
나,업뎃이후로 강제종료되고 구동이잘안됩니다
나,이거 왜 자꾸 안들어가지고 지 혼자 다운이될까요..？
나,아니 채팅이 안보내짐 해결책있음?
나,아니 왜 나는 톡이 보내지는데 상대방은 못보는거예요?? 구래서 지웠다 깔면 일시적으로 로그인을 할 수 없다고 나오네요;;; 뭐 어쩌라는건가요
나,무슨 오류가 이리도 심한지...
나,There was news that LINE Messenger`s privacy information leakage last week. Line's China Development cooperation company could have inquired LINE user's privacy data. it seems to be treated security too lightly Even though it is a messenger company. Because Chinese Companies must follow the government when the government requests company's data.
나,느려
나,"지난주부터 먹통현상이 자꾸 발생하고 있습니다, 몇번 지웠다 다시 까는데도 동일 현상 반복이네요...라인앱상에서는 고객센터등 기타연결 자체도 안됩니다."
나,업데이트후에 이상증상 메시지 알람은 들어와 있는데 채팅방가면 30초후에 메시지를 보여주네요. 이런 버그는 좀 황당하네요
나,이거 왜 안돼요.. 메시지 온 것도 안들어오고 보내지지도 않아요
나,비밀번호 재설정 메일이 오지 않습니다
나,요새 라인이 자주 먹통이 됩니다. 두 번이나 지웠다 깔았습니다. 전엔 이런일이 한 번도 없었는데 요 한두달새 두번이나 그럽니다. 앞으로도 이러면 앱을 지워야 할 것 같습니다
나,서버나 터졌나 어쨌나요 뭔 알수가없네요
나,뭐 갑자기 걍안되는데?? 이거뭐임;;;뭐지...뭐이런경우가...잇지?
나,이런어플 아직도있네요
나,정말별로네요!!정말 별~루야
나,메시지 와는데 갑자기 알림이 안떠서 친구가 화났어요.
나,실행 자체가 안되네요...
나,"사진도 제대로 안보내지고, 블루투스 켜져있으면 연결된 기기가 없어도 전화 소리가 매우 작습니다"
나,네트워크오류 뭔가여 ㅡㅡ
나,"로맨스 스캠 등 각종 국제 사기 통로 역할을 하는앱, 경찰서 신고하고 라인측에 공조수사 요청해도 수사협조도 다 거부하는 사기꾼들 보호하는 앱 ㅆㄹㄱ 그자체 채팅창에서 신고해봐야 아ㅡ무런 조치도 안함. 버튼만 만들어 놨을뿐 무용지물 . 진심 사기꾼 양성소 사기꾼든의 성소, 쓰레기앱"
나,라인 아이디 검색 왜 안 됨?
나,"제발... 라인 사진 저장할 때 ""일시적인 오류로 사진을 저장할 수 없습니다."" 몇 백번이나 뜨는데 안고치실 건가요? 이거 2021년 올해 뿐만아니라 제작년, 작년 부터 있었는데 고치실 생각을 안하시네요. 오류가 사진 저장할 때마다 나타나니까 저장하고 싶은 사진이 있어도 저장을 못해서 겁나 불편합니다"
나,친구 추가가 안되네요...
나,음.. 좀 별로.. 예전에는 좋았눈데..
나,아니 메시지가 안 보내지잖아요 뭔 자꾸 네트워크 오류래 한나절 동안
나,듀얼메신져 사용하는데 게시글 한도가 있거나 보그같아요.. 게시들이 작겅해도 올라가지 않아요. 이유가 모죠 ?
나,왜 저에게는 변테 새끼들만 친추가 걸리죠..? 변테 새끼들좀 어떻게 라도 해주세요...ㅜㅠ
나,신고같은거 없어요? 피해보는 여성들 성희롱착취물 심해요 그리고 신고 버튼만 있으면 뭐해요 그냥 그 자체 이 어플을 만들지 말든가 해야지
나,인증기능 오류 언제고쳐지나요?? 페이스북도 연동안해서 몇달째 로그인 못하고있어요ㅠㅠ
나,그냥 섭종해
나,왜 자꾸 네트워크 오류라고 아무것도 안돼지?
나,영통할때 상대방 말이 자꾸 끊김
나,안드로이드 최근 업데이트 이후 먹통입니다. 삭제하고 다시 설치해야할까요? 빨리 피드백을 해주셔야할 듯
나,라인을 자주 사용할때는 문자가 바로바로 도착하는데 하루에 한번 이틀에 한번정도 사용할때는 문자 도착지연이 자주 발생함. 토욜 일욜 사용 안하다 월욜 퇴근시간에 보낸 글이 화욜 점심쯤 도착하는일이 비일비재함.
나,불편
나,라인 온 알림 소리가 안나요ㅜㅜ
나,업데이트 이후로 스티커 첨부 화면에 진입하면 계속 강제종료(충돌)나는데... 언제 수정을 하실지
나,알림은 오는데.. 들어가보면 새로받은 메세지가 안떠요.. 30초? 길면 1분이산 있다가 우르르르 떠있고 그래요..
나,상대방한테 답장오면 알림이 바로바로 안뜨고 어플 들어가야 뜹니다 몇년째 이문제는 해결이 안되네;
나,The Line Keep text memo being restored to older file version!! The changes to an important text memo are all gone!
나,비밀번호 찾기 이메일발송 햇는데 계속 안오네요 비밀번호 어떻게 찾을수있나요?
나,영상통화는 와이파이나 데이터 있어야만 사용가능. 결재해라.
나,메인보드 고장나서 새폰으로 라인깔았는데 기존기기를 켜서 비밀번호를 받아란다..참나 애초 기존기기에서 비번 만들라는 적이 없었으니 안만들었지.. 내 채팅방에 있던 자료를 못찾는다는 거..ㅠ
나,로그인 안됨
나,왜 메세지 전송이 계속 실패하는거지요? 앱에서 고객센터로 접속조차 할 수 없어 여기에 글 남겨요.
나,어플 작동이 안되는건 저만 그런가요? 화면이 뜨지도 않네요 왜 이런거죠?
나,알람 안 오는건 그렇다 치고 살았는데 친구 추가가 안돼요 아이디를 치고 추가를 눌렀는데 안먹혀요... +태그 기능 왜 없어졌는지...?
나,사진이 안 떠요
나,라인 깔았다가 지운지 꾀 됐는데 인증번호가 왜 갑자기 오죠...오류인까요 전화번호 도용일까요?
나,업뎃 이후로 사진 전송이 안 돼요
나,요즘들어 라인알람이 잘안울리고 2~3시간 뒤에 알람이 울립니다 어떻게된겁니까? 얼른 문제해결을 해주셨으면 좋겠습니다.
나,계정 비번 찾으려고 네이버메일 변경메일 보냈다면서 네이버 메일 하나도 안오고ㅋㅋ 네이버 갈수록 태산이네
나,업데이트 이후 아이콘배지 가능 안됨. 시진이나 대화가 한참 늦게 뜸. 빨리 수정해야 함. 불편해서 못 쓸것 같음.
